流水號	年	月	日	發表形式	組別	組別-英	時間(分)	編號	競賽	報告者	作者	題目	組別分類(下拉選單)	題目-英	單位	研究室	物種	得獎與否	備註
2250	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-24	不參與	詹淇	1.杜邦憲、1.葉柏安、2.詹淇、2.林亞辰、2.陳昱豪	利用蛋白質降解抑制劑MG132探討泛素化的TDP-43蛋白堆積的影響			1.中央研究院生物醫學科學研究所、2.中國文化大學生命科學系				
2251	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-25	不參與	林亞辰	1.林亞辰、1.詹淇、1.陳昱豪、1.陳嘉芬、2.杜邦憲、2.葉柏安	利用果蠅模式生物研究TDP蛋白質磷酸化的現象			1.中央研究院生物醫學科學研究所、2.中國文化大學生命科學系				
2252	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-26	不參與	李貝珊	12.李貝珊、2.黃淑萍、2.陳藝暉、2.林毅倫、2.杜銘章	溫度效應對雪山草蜥能量同化之影響			1.臺灣大學生態學與演化生物學研究所、2.臺灣師範大學生命科學系				
2253	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-27	不參與	龔建融	1.龔建融、2.蕭哲志、2.蕭哲仁、1.劉銘	探討藥物116-1與18-6對人類肺腺癌A549細胞之細胞凋亡作用			1.中國文化大學生命科學系、2.臺北醫學大學				
2254	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-28	參與	鍾依璇	鍾依璇、程一駿	必需金屬與非必需金屬的交互作用對食底泥動物Capitella sp.I之生長率和攝食率的影響			臺灣海洋大學海洋生物研究所				
2255	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-1	參與	林佩蓉	林佩蓉、丁宗蘇	果實特徵對鳥類食物選擇偏好之影響			臺灣大學森林環境暨資源學系				
2256	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-2	參與	張藝平	張藝平、吳惠琳、汪碧涵	兩種棲息在紫斑蝶上的酵母菌			東海大學生命科學系				
2257	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-3	參與	謝謹霞	謝謹霞、丁宗蘇	蓮華池桑寄生之排遺種子垂直分布與有效散播			臺灣大學森林環境暨資源學系研究所				
2258	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-4	參與	劉佩瑜	1.劉佩瑜、2.孫義方	正榕榕果小蜂間的共存機制			1.東海大學生命科學系、2.東華大學自然資源與環境學系				
2259	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-5	參與	鄧穎軒	鄧穎軒、楊曼妙	茶小綠葉蟬分類與對茶葉葉片影響之初探			中興大學昆蟲學系				
2260	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-6	參與	Ling-Ying Tsai (蔡齡瑩)	Ling-Ying Tsai (蔡齡瑩)、Chia-Hsuan Wei (韋家軒)、Shen-Horn Yen (顏聖紘)	Host utilization, shelter building behavior and evolutionary origin of the genus Parapoynx species (Lepidoptera: Crambidae: Acentropinae)			中山大學生物科學系				
2261	2012	1	17	海報	動植物交互關係	Ecological Relationships between Plants and Animals	60	P7-7	不參與	吳冠毅	1.陳瀅世、2.黃銘志、1.吳冠毅	香葉天竺葵、迷迭香、薄荷等草本植物驅蚊效果之研究			1.臺南大學環境生態研究所、2.臺南大學生物科技研究所				
2262	2012	1	17	海報	生態旅遊與環境教育	Ecotourism and Enviromental Education	60	P8-1	參與	蘇宇祥	蘇宇祥、游淑媚、黃子峻	大學生以超級細菌議題進行非形式推理歷程之初探研究：立場改變之個案探討			臺中教育大學科學應用與推廣學系				
2263	2012	1	17	海報	生態旅遊與環境教育	Ecotourism and Enviromental Education	60	P8-2	參與	王駿博	1.王駿博、2.葉育良、1.廖怡婷、高事宜、陳弘成、1.黃大駿	近十年嘉義地區牡蠣重金屬含量變化			1.嘉南藥理科技大學環境資源管理系、2.嘉南藥理科技大學資訊科技系				
2264	2012	1	17	海報	生態旅遊與環境教育	Ecotourism and Enviromental Education	60	P8-3	不參與	趙麗玲	1.王馨敏、1.洪婷靖、2.趙麗玲、1.林宗岐、1.溫育德、1.林素華、1.王瑋龍	七年級學生進行碳足跡課程之行動研究			1.彰化師範大學生物學系、2.彰化師範大學科學教育研究所				
2265	2012	1	17	海報	生態旅遊與環境教育	Ecotourism and Enviromental Education	60	P8-4	不參與	林召荃	陳瀅世、林召荃	以活動涉入理論探討閱聽者對自然音樂的情緒知覺與對自然音的辨識能力			臺南大學生態旅遊研究所				
2266	2012	1	17	海報	生態旅遊與環境教育	Ecotourism and Enviromental Education	60	P8-5	不參與	簡士傑	簡士傑	蘭陽博物館步行蟲特展策展回顧---以物種的故事與環境教育作連結			宜蘭縣立蘭陽博物館				
2267	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-1	參與	蘇俊育	1.蘇俊育、2.黃彥銘、2.蔡政達、2.邱郁文	東沙島潮間帶軟體動物資源調查			1.東華大學海洋生物多樣性及演化研究所、2.高雄醫學大學生物醫學暨環境生物學系				
2268	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-2	參與	顏易君	1.顏易君、2.梁世雄、1.邱郁文	全國湧泉濕地生態資源調查			1.高雄醫學大學生物醫學暨環境生物學系、2.高雄師範大學生物科技系				
2269	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-3	參與	姜政廷	姜政廷、黃偉綸、翁嘉鎂、黃為、徐文至、陳亮憲	氣候變遷下大甲溪中台灣鏟頷魚生殖策略之探討			中國文化大學生命科學系				
2270	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-4	參與	陳柏宏	陳柏宏、林蔚任、林幸助	淡水河沿岸植物碳吸存能力			中興大學生命科學系				
2271	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-5	參與	莊宜靜	莊宜靜、曾惠妙	入侵種互花米草與其他植物棲地螃蟹生物多樣性之比較			東海大學生命科學系				
2272	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-6	不參與	蔡季瑄	蔡季瑄、康家倩、汪碧涵	棲息在斑蝶身上的酵母菌多樣性			東海大學生命科學系				
2273	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-7	不參與	李艷霞	李艷霞、鍾國仁	八掌溪和朴子溪螺貝類的組成和棲地之關係			嘉義大學生物資源學系暨研究所				
2274	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-8	不參與	李青珍	1.李青珍、1.宋一鑫、2.陸聲山、2.葉文琪	借坑性築巢蜂類之誘集及其在農業生態系功能之評估			1.農委會苗栗區農業改良場、2.農委會林業試驗所				
2275	2012	1	17	海報	全球變遷與生物多樣性	Global Change and Biodiversity	60	P9-9	不參與	陳永祺	許正威、許嘉閔、陳彥嘉、陳永祺	大台北郊區雨水成分－主要離子			中國文化大學應用化學所				
2276	2012	1	17	海報	台灣長期生態研究網論文發表		60	PT-01	不參與		古皓東、趙偉村	北東眼山樣區之物種森林動態對分布格局之影響			嘉義大學森林暨自然資源學系				
2277	2012	1	17	海報	台灣長期生態研究網論文發表		60	PT-02	不參與		1.郭耀綸、2.彭世賢	恆春熱帶海岸十二種原生樹種根系分佈特性之研究			1.屏東科技大學森林系、2.屏東科技大學生物資源研究所				
2278	2012	1	17	海報	台灣長期生態研究網論文發表		60	PT-03	不參與		1.郭耀綸、2.王相華、3.彭世賢	恆春熱帶海岸林銀合歡入侵地生態復育研究			1.屏東科技大學森林系、2.行政院農業委員會林業試驗所福山研究中心、3.屏東科技大學生物資源研究所				
2279	2012	1	17	海報	台灣長期生態研究網論文發表		60	PT-04	不參與		1.龔泊錞、2.宋國彰、3.趙國容、1.趙偉村	風對臺灣森林冠層結構在空間及時間影響之研究			1.嘉義大學森林暨自然資源學、2.臺灣大學生態與演化生態學研究所、3.中興大學國際農學碩士學位學程				
2280	2012	1	17	海報	台灣長期生態研究網論文發表		60	PT-05	不參與		蔡政斈、趙偉村	臺東太麻里動態樣區之葉片結構			嘉義大學森林暨自然資源學系				
2281	2012	1	17	海報	台灣長期生態研究網論文發表		60	PT-06	不參與		1.林妤芬、1.吳欣蓉、1.林宜靜、2.孫義方	蓮華池森林動態樣區山龍眼與蓮華池山龍眼空間分布與小苗更新限制之研究			1.東海大學生命科學系、2.東華大學自然資源與環境學系				
2282	2012	1	17	口頭報告	開幕演講		60	-	不參與	李玲玲	李玲玲	學界如何對減緩生物多樣性流失做出貢獻？			臺灣大學生態學與演化生物學研究所				
2283	2012	1	17	口頭報告	專題演講一		60	-	不參與	劉廣英	劉廣英	生態氣候學初探			中國文化大學大氣科學系				
2284	2012	1	17	口頭報告	專題演講二		60	-	不參與	卓逸民	卓逸民	Color-mediated behavioral interactions between spiders and insects			東海大學生命科學系				
2285	2012	1	18	口頭報告	專題演講三		60	-	不參與	裴家騏	裴家騏	台灣淺山野生動物的保育議題			屏東科技大學野生動物保育研究所				
2286	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-1	參與	陳奐臻	陳奐臻,吳海音	玉山國家公園八通關古道東段三種食肉目動物的食性研究			東華大學自然資源與環境學系				
2287	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-2	參與	嚴國恩	嚴國恩,吳海音	赤背條鼠於繁殖季的行為互動			東華大學自然資源與環境學系				
2288	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-3	參與	洪心怡	洪心怡,李壽先	換羽過程在紅嘴黑鵯(Hypsipetes leucocephalus nigerrimus)對由類胡蘿蔔素呈色的外部特徵表現量與個體免疫力的影響			臺灣師範大學生命科學系				
2289	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-4	參與	黃俊賓	黃俊賓,許育誠	遊隼(Falco peregrinus)在宜蘭地區度冬之食性分析			東華大學自然資源與環境學系				
2290	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-5	參與	鄭舜仁	鄭舜仁,許育誠	兩種共域鷦鶯針對托卵性及掠食性鳥類的護巢行為			東華大學自然資源與環境學系				
2291	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-6	參與	Gered Clay Ryan	Gered Clay Ryan,Yu-Cheng Hsu	Habitat Use in Altitudinal Migrant Birds of Taiwan			東華大學自然資源與環境學系				
2292	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-7	參與	簡晧博	簡晧博,程一駿	夜間光照對蘭嶼島綠蠵龜(Chelonia mydas)產卵行為影響之研究			臺灣海洋大學海洋生物研究所				
2293	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-8	參與	王宣富	1.王宣富,2.陳佩琳,3.羅慧珊	黑蒙西氏小雨蛙蝌蚪聚集行為及其分佈模式			1.臺灣師範大學、2.東海大學、3.清華大學				
2294	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-9	參與	張伊鈞	張伊鈞,李壽先	臺灣不同族群艾氏樹蛙的求偶鳴叫變異			臺灣師範大學生命科學系				
2295	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-10	參與	李坤璋	李坤璋,林惠真	食物量及卵巢成熟度對於招潮蟹交配策略的影響			東海大學生命科學系				
2296	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-11	參與	陳姿潔	1.陳姿潔,2.劉烘昌,1.莫顯蕎	恆春半島兇狠圓軸蟹的繁殖生態			1.中山大學海洋生物研究所、2.靜宜大學生態學系				
2297	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-12	參與	李柏諺	1.李柏諺,1.林純瑤,12.陳德豪	人工雌激素17α-ethinylestradiol對海水黑點青鱂（Oryzias dancena）生殖與求偶行為的影響			1.東華大學海洋生物多樣性暨演化研究所、2.海洋生物博2物館				
2298	2012	1	17	口頭報告	行為生態學	Behavioral Ecology	15	O1-13	參與	胡家怡	胡家怡,許鈺鸚	蓋斑鬥魚(Macropodus opercularis)生殖成功率與形質特徵之相關性			臺灣師範大學生命科學系				
2299	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-14	參與	龍悅生	龍悅生,陳佩琳,黃雅莉,王子瑄,廖偉辰	鬼面蛛的夜行性獵物視覺誘引策略			東海大學生命科學系				
2300	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-15	參與	林泰申	林泰申	夜行性蜘蛛醒目體色在求偶時扮演之角色			東海大學生命科學系				
2301	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-16	參與	Tzu-Wei Chan	1.Tzu-Wei Chan (詹子緯)、2.En-Cheng Yang (楊恩誠)	To Fight or to Court? Sex Recognition by Cricket Antennal Contact			1.臺灣大學昆蟲學系、 2.臺灣大學腦與心智科學研究所				
2302	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-17	參與	Yu-Ching Tsai	1.Yu-Ching Tsai (蔡餘慶)、1.Ming-Huang Wu (吳明煌)、1.Ming-Chih Shih (施明智)、2.Chung-Chi Lin (林宗岐)、1.Kai-Jung Chi (紀凱容)	Effects of surface roughness on lateral attachment forces of ant arolia			1.中興大學物理學系、2.彰化師範大學生物學系				
2303	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-18	參與	I-Rong Lin	1.I-Rong Lin (林宜蓉)、 12.Chuan-Chin Chiao (焦傳金)	Visual cognition in cuttlefish Sepia pharaonis: discrimination, generalization, and amodal completion			1.清華大學系統神經科學研究所、2.清華大學生命科學系				
2304	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-19	參與	洪健文	洪健文、黃將修	在矽藻之二次代謝物環境下對於橈足類Acartia bilobata游泳行為之探討			臺灣海洋大學海洋生物研究所				
2305	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-20	不參與	陳伯飛	陳伯飛、劉育菁、饒益品、孫烜駿、詹仕凡、沈聖峰	聯合次要敵人打擊主要敵人：種間競爭促進埋葬蟲種內合作			中央研究院生物多樣性研究中心				
2306	2012	1	18	口頭報告	行為生態學	Behavioral Ecology	15	O1-21	不參與	吳佳玲	吳佳玲、黃雅纖、劉志勇	鼎脈蜻蜓(Orthetrum triangular)對不同棲地停棲高度的偏好			1.高雄醫學大學生物醫學暨環境生物學系、2.成功大學生命科學系、3.東海大學生命科學系				
2307	2012	1	18	口頭報告	植物生態學	Plant Ecology	15	O2-1	參與	蘇姵瑜	蘇姵瑜、林幸助	墾丁泰來海草葉片上附生藻類生產力及營養限制			中興大學生命科學系				
2308	2012	1	17	口頭報告	族群與群聚生態學	Population and Community Ecology	15	O3-1	參與	楊宗憲	楊宗憲、裴家騏	以形態判別水鹿和梅花鹿糞便的性別			屏東科技大學野生動物保育研究所				
2309	2012	1	17	口頭報告	族群與群聚生態學	Population and Community Ecology	15	O3-2	參與	盧昱辰	盧昱辰、李亞夫	台灣中部中海拔森林翼手目食物資源利用模式			成功大學生命科學系				
2310	2012	1	17	口頭報告	族群與群聚生態學	Population and Community Ecology	15	O3-3	參與	范震華	1.范震華、2.林宗以、1.翁國精	以捕捉-標記-再捕捉法估計台灣水鹿（Rusa unicolor swinhoei）族群密度			1.屏東科技大學野生動物保育研究所、2.臺灣大學生態學與演化生物學研究所				
